id,smoker_prediction,smoker_probability
177899,0,0.3098928
177900,0,0.46554148
177901,0,0.009018626
177902,1,0.8579041
177903,0,0.016509507
177904,1,0.7432794
177905,0,0.0051671965
177906,0,0.054780975
177907,0,0.4447355
177908,0,0.023260098
177909,1,0.5997347
177910,0,0.007445638
177911,0,0.45366636
177912,0,0.04327676
177913,0,0.013026374
177914,0,0.00462299
177915,1,0.7394244
177916,1,0.69632995
177917,0,0.16775185
177918,1,0.6755523
177919,0,0.0008414516
177920,1,0.7298637
177921,1,0.62397635
177922,1,0.8081995
177923,1,0.5248817
177924,0,0.4669112
177925,0,0.017353166
177926,0,0.28296694
177927,1,0.87431705
177928,1,0.5073291
177929,0,0.02733514
177930,0,0.24538115
177931,1,0.59328413
177932,0,0.39091802
177933,1,0.52082914
177934,1,0.7150853
177935,1,0.75480247
177936,0,0.042101078
177937,0,0.001944149
177938,0,0.16350338
177939,1,0.5234983
177940,0,0.006572968
177941,0,0.35364866
177942,1,0.5736945
177943,1,0.7506759
177944,1,0.79440975
177945,0,0.086283505
177946,0,0.0129501475
177947,0,0.33547372
177948,0,0.33606267
177949,1,0.72217226
177950,1,0.6272867
177951,0,0.06591097
177952,0,0.057429932
177953,1,0.67979807
177954,0,0.014746158
177955,0,0.034332573
177956,1,0.8155665
177957,1,0.7767474
177958,0,0.2748177
177959,0,0.46159622
177960,1,0.640195
177961,0,0.48763368
177962,0,0.01677992
177963,1,0.5204692
177964,0,0.28552806
177965,0,0.014446059
177966,1,0.8449949
177967,0,0.39172524
177968,0,0.03807431
177969,1,0.641792
177970,0,0.3100283
177971,0,0.3892081
177972,1,0.6243534
177973,1,0.82015175
177974,0,0.41002047
177975,1,0.6766775
177976,1,0.67127293
177977,1,0.71220946
177978,0,0.4035926
177979,1,0.7457896
177980,1,0.82641786
177981,0,0.0019463885
177982,0,0.48530376
177983,1,0.88009274
177984,1,0.8264845
177985,1,0.6438824
177986,1,0.61767286
177987,0,0.15200035
177988,1,0.8344842
177989,0,0.009731675
177990,0,0.0013059288
177991,0,0.1691445
177992,0,0.028848475
177993,0,0.27698654
177994,0,0.022930942
177995,1,0.82178944
177996,0,0.013376502
177997,1,0.7182805
177998,1,0.94939905
177999,1,0.85685086
178000,0,0.015985526
178001,1,0.68015033
178002,0,0.018602148
178003,0,0.2830264
178004,1,0.50956666
178005,0,0.42308575
178006,1,0.7494151
178007,0,0.48013085
178008,0,0.4808005
178009,0,0.004350731
178010,1,0.91083163
178011,1,0.6012447
178012,1,0.61755806
178013,1,0.55016387
178014,0,0.0019766584
178015,1,0.6157612
178016,1,0.7947225
178017,1,0.7396972
178018,1,0.51041996
178019,1,0.7870507
178020,0,0.08547731
178021,1,0.62616354
178022,0,0.43150005
178023,0,0.3142444
178024,0,0.015208826
178025,0,0.3461413
178026,0,0.010343371
178027,1,0.69894785
178028,0,0.024378167
178029,0,0.15765081
178030,0,0.4740731
178031,1,0.7908222
178032,1,0.70817965
178033,0,0.027774028
178034,1,0.8095228
178035,0,0.011823317
178036,1,0.6465248
178037,0,0.35539162
178038,0,0.3920845
178039,0,0.011729999
178040,0,0.4179276
178041,0,0.009883639
178042,1,0.8024923
178043,0,0.15861492
178044,1,0.71802616
178045,1,0.7857645
178046,0,0.007125881
178047,1,0.7966255
178048,0,0.47786537
178049,1,0.9098308
178050,0,0.0037053933
178051,0,0.016769264
178052,1,0.8785736
178053,0,0.023210375
178054,1,0.5074224
178055,1,0.5343095
178056,1,0.6832245
178057,0,0.4073134
178058,0,0.028548276
178059,0,0.31152993
178060,1,0.6812457
178061,0,0.14897388
178062,1,0.6867713
178063,1,0.8130723
178064,1,0.7797405
178065,0,0.12434756
178066,0,0.32932332
178067,0,0.44000432
178068,1,0.5872525
178069,0,0.21698351
178070,1,0.65205336
178071,0,0.047242574
178072,0,0.2366001
178073,0,0.21824987
178074,0,0.0032083842
178075,1,0.77793735
178076,1,0.7293692
178077,1,0.89281154
178078,0,0.032626137
178079,1,0.8465366
178080,1,0.5742467
178081,0,0.015262863
178082,1,0.68496037
178083,0,0.45488483
178084,0,0.35348383
178085,0,0.46151045
178086,0,0.0077594384
178087,0,0.4849299
178088,1,0.73635805
178089,1,0.5276943
178090,0,0.2987179
178091,1,0.7513978
178092,0,0.029235123
178093,1,0.8408098
178094,0,0.34956214
178095,1,0.74567646
178096,1,0.7537461
178097,1,0.8140644
178098,0,0.010102793
178099,0,0.289187
178100,0,0.33612803
178101,0,0.032334432
178102,1,0.61045074
178103,1,0.6135391
178104,0,0.440224
178105,0,0.0026939067
178106,0,0.24675469
178107,0,0.0069680545
178108,1,0.5755607
178109,1,0.7101896
178110,1,0.6618366
178111,0,0.04294045
178112,1,0.63740504
178113,1,0.75451154
178114,1,0.88287646
178115,0,0.066012956
178116,0,0.05902497
178117,0,0.02174593
178118,1,0.74178535
178119,0,0.2057322
178120,0,0.032879196
178121,0,0.020404417
178122,0,0.027522141
178123,1,0.5740614
178124,0,0.21284066
178125,1,0.77527714
178126,0,0.04442004
178127,1,0.7477545
178128,0,0.44583437
178129,1,0.75185287
178130,0,0.44948784
178131,0,0.14250721
178132,0,0.3793377
178133,0,0.041616358
178134,0,0.26670375
178135,1,0.8305494
178136,1,0.568104
178137,0,0.46658862
178138,1,0.81596476
178139,1,0.819364
178140,1,0.5117077
178141,1,0.8217457
178142,0,0.16261247
178143,1,0.6533362
178144,0,0.32826853
178145,1,0.57562846
178146,1,0.5689722
178147,1,0.5207631
178148,0,0.015031612
178149,0,0.09162085
178150,1,0.7483644
178151,0,0.0062992317
178152,0,0.0087109525
178153,0,0.04374343
178154,0,0.002419978
178155,0,0.07587646
178156,1,0.8541097
178157,0,0.07161331
178158,0,0.20655029
178159,0,0.004013879
178160,0,0.44478106
178161,0,0.39968073
178162,0,0.009237581
178163,0,0.4777877
178164,0,0.00952567
178165,0,0.018898822
178166,0,0.3898367
178167,0,0.002688209
178168,0,0.42129666
178169,0,0.020755643
178170,1,0.607675
178171,1,0.5246152
178172,1,0.58519316
178173,0,0.49277294
178174,1,0.836979
178175,1,0.55456257
178176,0,0.027954698
178177,0,0.0060881893
178178,0,0.40461627
178179,1,0.8614888
178180,0,0.30379528
178181,1,0.62943476
178182,1,0.6943056
178183,0,0.33563986
178184,1,0.7455368
178185,0,0.33475012
178186,1,0.6837725
178187,0,0.0047782916
178188,0,0.047848746
178189,0,0.43321243
178190,1,0.5104349
178191,0,0.00023182498
178192,0,0.47070193
178193,0,0.08761813
178194,1,0.5700747
178195,0,0.0036176443
178196,0,0.44212502
178197,0,0.008693269
178198,1,0.83488953
178199,1,0.7082259
178200,0,0.14048047
178201,0,0.010970478
178202,0,0.32985148
178203,0,0.45673448
178204,1,0.7698308
178205,0,0.29551733
178206,0,0.3028955
178207,1,0.76572
178208,1,0.88230234
178209,0,0.01432288
178210,0,0.49862516
178211,0,0.0023994916
178212,1,0.65751547
178213,0,0.008389953
178214,0,0.015079835
178215,1,0.70718354
178216,1,0.6619077
178217,0,0.05179671
178218,1,0.6088329
178219,1,0.84381044
178220,0,0.4569076
178221,1,0.8728129
178222,0,0.34026343
178223,1,0.76873535
178224,0,0.32516754
178225,1,0.50977075
178226,1,0.53215486
178227,1,0.8259745
178228,1,0.9171704
178229,1,0.6481895
178230,1,0.8101082
178231,0,0.0076064207
178232,0,0.06650565
178233,1,0.88176346
178234,0,0.44525895
178235,0,0.002522944
178236,1,0.5293054
178237,0,0.3941952
178238,1,0.65338355
178239,0,0.37930048
178240,1,0.76269746
178241,0,0.004438756
178242,0,0.10552025
178243,0,0.2654333
178244,1,0.7429411
178245,0,0.47876018
178246,0,0.0072693266
178247,1,0.89990824
178248,0,0.009148742
178249,1,0.56565523
178250,1,0.92275333
178251,0,0.01233437
178252,0,0.060637522
178253,1,0.8053985
178254,0,0.3744679
178255,0,0.19812422
178256,0,0.08557756
178257,1,0.50402904
178258,1,0.9450491
178259,0,0.25071278
178260,1,0.5584056
178261,1,0.690328
178262,1,0.6998082
178263,1,0.7332494
178264,0,0.3555518
178265,0,0.3885722
178266,0,0.32493532
178267,1,0.78809196
178268,1,0.7687281
178269,0,0.036256336
178270,1,0.76483536
178271,0,0.45203307
178272,1,0.6716067
178273,0,0.013367808
178274,0,0.030623542
178275,0,0.47901142
178276,0,0.41650456
178277,1,0.7177931
178278,1,0.75840646
178279,0,0.09934887
178280,0,0.47709513
178281,1,0.84673315
178282,1,0.76164097
178283,1,0.5334894
178284,1,0.8477378
178285,0,0.053670604
178286,0,0.016182909
178287,1,0.6123979
178288,0,0.29408613
178289,0,0.49584278
178290,0,0.32003358
178291,1,0.5563189
178292,1,0.7713425
178293,1,0.53128976
178294,0,0.12984076
178295,0,0.21051162
178296,0,0.0017689192
178297,0,0.4762436
178298,0,0.038556937
178299,0,0.05725215
178300,0,0.09178995
178301,1,0.52079535
178302,0,0.0029795195
178303,1,0.550296
178304,0,0.40866774
178305,1,0.502719
178306,1,0.7491728
178307,1,0.5497769
178308,0,0.098122425
178309,0,0.4375689
178310,0,0.48014683
178311,0,0.008008686
178312,1,0.83338374
178313,1,0.664938
178314,1,0.7589006
178315,1,0.66134924
178316,0,0.0002492211
178317,1,0.8234019
178318,1,0.7836455
178319,1,0.90965194
178320,0,0.011004755
178321,0,0.09302749
178322,0,0.4588264
178323,0,0.021302454
178324,0,0.48727357
178325,1,0.6385678
178326,0,0.28409156
178327,1,0.6036688
178328,1,0.8874155
178329,1,0.5348295
178330,1,0.85792035
178331,1,0.6319909
178332,0,0.4740731
178333,0,0.41036955
178334,0,0.001993367
178335,0,0.0063657844
178336,1,0.7291065
178337,0,0.3689078
178338,1,0.8822625
178339,0,0.008695985
178340,1,0.76752687
178341,1,0.7547668
178342,0,0.340947
178343,0,0.018154336
178344,0,0.36635238
178345,1,0.7638753
178346,0,0.49523643
178347,1,0.55693215
178348,1,0.55397755
178349,1,0.72724926
178350,1,0.8416934
178351,0,0.0564676
178352,0,0.44059265
178353,1,0.66440845
178354,1,0.6431416
178355,1,0.8266475
178356,0,0.35101792
178357,0,0.006911656
178358,0,0.42780516
178359,0,0.4740731
178360,0,0.3853131
178361,0,0.0239497
178362,0,0.03244931
178363,0,0.016552728
178364,0,0.43270427
178365,0,0.053034145
178366,0,0.02020099
178367,1,0.7006998
178368,0,0.03703281
178369,1,0.67452425
178370,1,0.73171145
178371,1,0.6173665
178372,1,0.76903176
178373,1,0.7099442
178374,1,0.68209296
178375,0,0.13291857
178376,1,0.5486218
178377,0,0.027869966
178378,0,0.46707374
178379,0,0.0094283195
178380,1,0.88599515
178381,0,0.00085989875
178382,0,0.026224446
178383,1,0.6252024
178384,1,0.5867007
178385,0,0.39252433
178386,0,0.47694686
178387,1,0.78681046
178388,1,0.5124395
178389,1,0.5186769
178390,1,0.68185717
178391,0,0.007680245
178392,0,0.20196259
178393,1,0.8341268
178394,1,0.6309244
178395,1,0.7217477
178396,1,0.6035282
178397,0,0.015183643
178398,1,0.538434
178399,1,0.63573974
178400,1,0.7443171
178401,1,0.7334085
178402,0,0.013254492
178403,1,0.5497659
178404,0,0.0009426236
178405,0,0.042101797
178406,0,0.06392658
178407,0,0.06543484
178408,0,0.006157954
178409,0,0.44102558
178410,0,0.04143072
178411,0,0.018150955
178412,0,0.0058863848
178413,1,0.78888124
178414,1,0.83220315
178415,0,0.18590291
178416,1,0.6102211
178417,0,0.013246436
178418,1,0.6602005
178419,0,0.0052352003
178420,1,0.75910926
178421,1,0.58331966
178422,0,0.040718228
178423,0,0.1268373
178424,1,0.8015945
178425,1,0.77217597
178426,0,0.053334624
178427,1,0.7459677
178428,1,0.5423471
178429,0,0.009107232
178430,1,0.8281456
178431,1,0.5954854
178432,1,0.7935222
178433,0,0.0032105672
178434,0,0.0805228
178435,0,0.106653154
178436,0,0.052366383
178437,1,0.7753321
178438,1,0.56643873
178439,0,0.007906507
178440,0,0.059554383
178441,0,0.46382755
178442,1,0.8102937
178443,1,0.82247525
178444,0,0.016426744
178445,0,0.33035326
178446,0,0.07590923
178447,1,0.6162768
178448,1,0.59971416
178449,0,0.030855378
178450,0,0.0016250686
178451,0,0.21565786
178452,0,0.33761498
178453,1,0.6560785
178454,0,0.0090372125
178455,0,0.4618991
178456,0,0.056359585
178457,1,0.6260288
178458,0,0.054788236
178459,1,0.90764964
178460,0,0.32080066
178461,1,0.70757616
178462,1,0.61354524
178463,0,0.42071146
178464,0,0.014096962
178465,1,0.6159921
178466,0,0.0011128336
178467,0,0.4207966
178468,0,0.1287997
178469,0,0.25483578
178470,0,0.011424009
178471,1,0.7046286
178472,0,0.4316196
178473,0,0.05747835
178474,1,0.60113746
178475,1,0.5037531
178476,1,0.83019626
178477,0,0.00094197725
178478,0,0.31588113
178479,0,0.03842467
178480,0,0.005463657
178481,0,0.43328345
178482,0,0.0572639
178483,1,0.7141722
178484,0,0.09091108
178485,0,0.11891417
178486,0,0.41708195
178487,1,0.7695463
178488,1,0.9050108
178489,1,0.5049473
178490,1,0.52593404
178491,0,0.015760874
178492,0,0.010021193
178493,1,0.77644557
178494,0,0.0065030344
178495,0,0.086029045
178496,1,0.68017083
178497,1,0.81279063
178498,1,0.8767027
178499,0,0.01528351
178500,1,0.8286159
178501,0,0.026039882
178502,0,0.0101412395
178503,1,0.74341756
178504,0,0.008289235
178505,1,0.5443824
178506,0,0.00053290237
178507,0,0.008910136
178508,1,0.5915189
178509,1,0.5351009
178510,0,4.095593e-05
178511,0,0.47226778
178512,0,0.19232507
178513,0,0.4681326
178514,0,0.0265284
178515,0,0.16797028
178516,0,0.04080364
178517,1,0.8611291
178518,0,0.41411257
178519,1,0.7008961
178520,0,0.10694609
178521,0,0.123729326
178522,1,0.8834204
178523,0,0.007478843
178524,0,0.0040926794
178525,1,0.76876146
178526,1,0.61363685
178527,1,0.6524479
178528,1,0.73769003
178529,0,0.005575836
178530,0,0.27655265
178531,0,0.34124085
178532,0,0.45200622
178533,1,0.8150681
178534,1,0.6234374
178535,0,0.4650664
178536,1,0.6370159
178537,1,0.8461892
178538,0,0.49046153
178539,1,0.5581468
178540,0,0.0018051467
178541,0,0.48025563
178542,0,0.49006045
178543,0,0.39623338
178544,0,0.034354333
178545,1,0.7151938
178546,1,0.84292704
178547,0,0.03725662
178548,1,0.76006275
178549,1,0.6694231
178550,1,0.53619736
178551,1,0.5406294
178552,0,0.43998998
178553,1,0.61136425
178554,1,0.7069899
178555,1,0.7757196
178556,0,0.43230593
178557,0,0.4520413
178558,0,0.4470951
178559,0,0.011403531
178560,0,0.006292007
178561,1,0.7772595
178562,0,0.03654743
178563,0,0.36013037
178564,1,0.74612886
178565,1,0.7990256
178566,1,0.8118608
178567,1,0.8820794
178568,1,0.6130802
178569,0,0.44245467
178570,1,0.58288205
178571,1,0.5812037
178572,0,0.4818345
178573,1,0.6430818
178574,0,0.41936055
178575,0,0.0515627
178576,0,0.0016135514
178577,1,0.62400997
178578,0,0.060766175
178579,0,0.23084107
178580,1,0.8180388
178581,0,0.41572222
178582,0,0.122009575
178583,0,0.3625093
178584,0,0.09544176
178585,1,0.52714866
178586,0,0.023611039
178587,0,0.30345154
178588,0,0.42533508
178589,1,0.84022135
178590,0,0.06702809
178591,0,0.08692877
178592,1,0.77050835
178593,1,0.6745947
178594,1,0.62682295
178595,0,0.035360925
178596,0,0.045211274
178597,0,0.44865948
178598,1,0.6526476
178599,0,0.49875855
178600,0,0.014659797
178601,0,0.49887288
178602,1,0.67183226
178603,0,0.0014132485
178604,1,0.89606684
178605,1,0.5218009
178606,0,0.43373498
178607,0,0.24962784
178608,0,0.34744826
178609,0,0.018872451
178610,1,0.91911155
178611,0,0.4845701
178612,1,0.63219786
178613,0,0.48155558
178614,0,0.35462934
178615,0,0.30381534
178616,0,0.020451272
178617,0,0.0015104754
178618,1,0.8185909
178619,1,0.5051105
178620,0,0.2967695
178621,0,0.0062178886
178622,0,0.0057108873
178623,0,0.2940134
178624,0,0.006008509
178625,0,0.45314932
178626,1,0.6657457
178627,1,0.7799013
178628,0,0.19014032
178629,1,0.66638094
178630,1,0.71952116
178631,1,0.6670695
178632,0,0.08048005
178633,1,0.796665
178634,0,0.0041369335
178635,1,0.714751
178636,1,0.8206178
178637,1,0.75040364
178638,0,0.008424362
178639,1,0.7728122
178640,0,0.081383675
178641,0,0.00778413
178642,0,0.022892352
178643,0,0.0009078126
178644,1,0.81349325
178645,0,0.14229101
178646,0,0.002128426
178647,0,0.08282154
178648,0,0.2058468
178649,0,0.030179042
178650,0,0.039502185
178651,0,0.4925191
178652,0,0.38184366
178653,0,0.052382264
178654,0,0.11865994
178655,1,0.6801742
178656,0,0.014558301
178657,1,0.7757387
178658,0,0.04949583
178659,1,0.7837413
178660,0,0.0115334755
178661,0,0.15113421
178662,1,0.62359464
178663,1,0.81863487
178664,0,0.115666576
178665,1,0.6394845
178666,1,0.8624456
178667,1,0.56055486
178668,1,0.8348823
178669,1,0.6241692
178670,1,0.7150558
178671,0,0.014109932
178672,1,0.5875316
178673,0,0.006603996
178674,1,0.7716326
178675,0,0.0388179
178676,1,0.5012992
178677,1,0.6881959
178678,0,0.008441682
178679,1,0.539633
178680,1,0.6126619
178681,1,0.92581296
178682,0,0.27025577
178683,1,0.52216935
178684,0,0.18492997
178685,1,0.6153611
178686,0,0.043948714
178687,0,0.38356993
178688,0,0.007135509
178689,1,0.5744139
178690,1,0.77804804
178691,0,0.029583018
178692,0,0.42050675
178693,0,0.41819364
178694,0,0.005219279
178695,1,0.6784877
178696,1,0.65352494
178697,0,0.22369626
178698,1,0.73632914
178699,1,0.7359289
178700,1,0.8536799
178701,0,0.19378422
178702,1,0.615863
178703,1,0.7667137
178704,1,0.5540421
178705,1,0.8164769
178706,0,0.011505947
178707,0,0.021823289
178708,1,0.69531035
178709,1,0.5467492
178710,1,0.6882772
178711,0,0.06012194
178712,1,0.77463055
178713,0,0.02393531
178714,0,0.030435145
178715,1,0.7918888
178716,1,0.7947089
178717,0,0.022682441
178718,1,0.5872081
178719,0,0.00021392935
178720,1,0.8099514
178721,0,0.064299434
178722,0,0.30750486
178723,1,0.5030658
178724,1,0.69228244
178725,0,0.23463188
178726,0,0.08088542
178727,1,0.808039
178728,1,0.7206145
178729,0,0.23765856
178730,1,0.69493264
178731,1,0.86272424
178732,1,0.7136262
178733,1,0.5920531
178734,1,0.87721956
178735,0,0.029092481
178736,1,0.510534
178737,0,0.32015356
178738,0,0.2113811
178739,1,0.6871116
178740,1,0.6237327
178741,1,0.77711
178742,1,0.81335557
178743,0,0.30047533
178744,0,0.087090015
178745,0,0.0036518518
178746,0,0.0349116
178747,0,0.027814366
178748,1,0.720321
178749,1,0.63047254
178750,0,0.0019060024
178751,1,0.66751677
178752,1,0.6919681
178753,0,0.33353317
178754,1,0.6324498
178755,1,0.65762043
178756,0,0.004893505
178757,1,0.6923498
178758,1,0.9334004
178759,1,0.69169843
178760,0,0.0005806889
178761,0,0.0072847316
178762,1,0.75247824
178763,0,0.4167779
178764,0,0.23858827
178765,0,0.28413942
178766,0,0.023715606
178767,0,0.028846899
178768,1,0.6429141
178769,1,0.83096284
178770,0,0.053833928
178771,1,0.73207814
178772,1,0.7161575
178773,0,0.03747934
178774,0,0.0076609612
178775,0,0.4745131
178776,1,0.68047106
178777,1,0.7956423
178778,0,0.47983512
178779,0,0.274566
178780,1,0.59167266
178781,0,0.018914238
178782,1,0.5505238
178783,0,0.1275459
178784,0,0.026939083
178785,0,0.027801512
178786,0,0.012800579
178787,0,0.19392201
178788,0,0.2681697
178789,0,0.10755311
178790,0,0.43188643
178791,0,0.016187927
178792,0,0.19694959
178793,0,0.30862024
178794,1,0.5456605
178795,0,0.051206987
178796,1,0.5423014
178797,0,0.11466909
178798,0,0.18792704
178799,1,0.71724576
178800,1,0.733513
178801,0,0.070976086
178802,0,0.0039038667
178803,0,0.11299483
178804,0,0.040407047
178805,1,0.65728444
178806,0,0.12204091
178807,1,0.82324463
178808,1,0.6362734
178809,0,0.08731159
178810,0,0.35306585
178811,1,0.7252916
178812,0,0.4542218
178813,1,0.6663011
178814,0,0.14389922
178815,1,0.86550206
178816,0,0.0054031317
178817,1,0.7396249
178818,0,0.0043666693
178819,0,0.0036818308
178820,0,0.14277738
178821,1,0.84765756
178822,1,0.8208409
178823,1,0.7202526
178824,0,0.45110402
178825,0,0.39274174
178826,1,0.50762475
178827,0,0.026711782
178828,0,0.34164783
178829,1,0.5286785
178830,1,0.73843914
178831,0,0.40222988
178832,0,0.007605182
178833,1,0.8253026
178834,0,0.016015714
178835,0,0.3155285
178836,0,0.019120608
178837,0,0.09568703
178838,0,0.05476447
178839,1,0.65926456
178840,0,0.48208344
178841,0,0.11960097
178842,0,0.005177482
178843,0,0.35820568
178844,1,0.5083014
178845,0,0.05564721
178846,0,0.34135723
178847,1,0.77034146
178848,0,0.0032535319
178849,1,0.75634414
178850,0,0.41009068
178851,0,0.027240545
178852,0,0.0031865526
178853,0,0.49613297
178854,0,0.23886223
178855,1,0.52968687
178856,0,0.0028058393
178857,0,0.23643811
178858,0,0.36244944
178859,0,0.0662788
178860,1,0.64608437
178861,1,0.78631145
178862,0,0.0232731
178863,0,0.0039206743
178864,0,0.27609822
178865,1,0.88915414
178866,1,0.6293134
178867,1,0.727612
178868,0,0.006802204
178869,0,0.035865482
178870,0,0.24824494
178871,1,0.5985641
178872,0,0.0046752924
178873,0,0.3722216
178874,1,0.6772598
178875,0,0.40246785
178876,1,0.76224387
178877,0,0.4693653
178878,1,0.8331518
178879,1,0.6055783
178880,0,0.038693685
178881,1,0.66140485
178882,0,0.19318718
178883,1,0.8004003
178884,1,0.77982366
178885,1,0.8578026
178886,1,0.5083613
178887,1,0.6488199
178888,1,0.6626172
178889,1,0.75444627
178890,1,0.67498326
178891,0,0.0075999806
178892,0,0.20329104
178893,1,0.56935567
178894,1,0.8698924
178895,0,0.063457176
178896,0,0.028223373
178897,0,0.13243215
178898,0,0.4314209
178899,1,0.6026077
178900,1,0.7222414
178901,1,0.73191726
178902,0,0.047930464
178903,0,0.10828014
178904,0,0.30939582
178905,0,0.430514
178906,1,0.54104495
178907,1,0.5370261
178908,1,0.8281956
178909,1,0.70356673
178910,0,0.40099448
178911,1,0.89951146
178912,1,0.59442633
178913,1,0.68134546
178914,0,0.024956448
178915,0,0.4464372
178916,1,0.9099849
178917,1,0.71536654
178918,0,0.0022707023
178919,1,0.85978925
178920,0,0.45010972
178921,1,0.78746617
178922,1,0.6501159
178923,1,0.59752846
178924,1,0.91319263
178925,0,0.0021242253
178926,0,0.4405123
178927,0,0.3653536
178928,1,0.82847613
178929,1,0.57443225
178930,1,0.71823835
178931,1,0.579015
178932,1,0.73724675
178933,1,0.84148
178934,1,0.5703738
178935,0,0.07810013
178936,1,0.73181194
178937,1,0.7059027
178938,1,0.5489967
178939,0,0.4740731
178940,0,0.02163792
178941,0,0.04740607
178942,1,0.72304934
178943,1,0.8009587
178944,1,0.7777027
178945,1,0.61022013
178946,0,0.42092076
178947,1,0.9146053
178948,0,0.18515296
178949,0,0.039472383
178950,0,0.0023751718
178951,0,0.31236276
178952,1,0.64318097
178953,0,0.01607969
178954,1,0.7133329
178955,1,0.84974366
178956,0,0.24101323
178957,0,0.36926672
178958,0,0.05979596
178959,0,0.3234047
178960,1,0.63535786
178961,1,0.5885586
178962,0,0.12410688
178963,1,0.5522588
178964,0,0.49022773
178965,0,0.24598204
178966,0,0.019365827
178967,0,0.011671561
178968,0,0.039628178
178969,0,0.4740731
178970,1,0.5711059
178971,1,0.63900536
178972,0,0.3437653
178973,1,0.61158633
178974,0,0.19261348
178975,0,0.0057717604
178976,1,0.72250384
178977,0,0.006115091
178978,0,0.4231464
178979,0,0.19681254
178980,1,0.62143743
178981,1,0.5833481
178982,1,0.71977574
178983,1,0.6834977
178984,1,0.80760115
178985,0,0.0055198492
178986,0,0.021951782
178987,1,0.7434571
178988,1,0.89141536
178989,1,0.825848
178990,1,0.8827815
178991,0,0.46398386
178992,0,0.13446945
178993,0,0.00834146
178994,1,0.8255478
178995,1,0.6622026
178996,1,0.74186075
178997,0,0.32836166
178998,1,0.5241824
178999,1,0.52605736
179000,1,0.7002342
179001,1,0.81418914
179002,0,0.3761827
179003,1,0.7291969
179004,0,0.036513146
179005,0,0.32872334
179006,0,0.36245427
179007,0,0.416684
179008,1,0.61535823
179009,0,0.46205798
179010,1,0.72763246
179011,1,0.84300935
179012,1,0.7595211
179013,1,0.54497725
179014,1,0.58648217
179015,1,0.5672786
179016,1,0.7714703
179017,1,0.72988075
179018,1,0.5754812
179019,1,0.64835453
179020,0,0.38292593
179021,0,0.2995885
179022,0,0.28750107
179023,0,0.010523355
179024,0,0.0031447236
179025,0,0.09194888
179026,0,0.41702193
179027,1,0.6094494
179028,0,0.024045635
179029,0,0.1056882
179030,0,0.009093858
179031,1,0.73495513
179032,0,0.46416736
179033,1,0.83682966
179034,0,0.21036167
179035,0,0.0045478814
179036,1,0.6346481
179037,1,0.5567462
179038,0,0.3337402
179039,1,0.810682
179040,0,0.047193095
179041,0,0.32423478
179042,0,0.052244443
179043,1,0.7845938
179044,0,0.14291257
179045,1,0.65775114
179046,1,0.8005919
179047,1,0.5460424
179048,0,0.37032196
179049,1,0.7542292
179050,0,0.009706547
179051,0,0.10909248
179052,1,0.7794955
179053,1,0.6839757
179054,0,0.47846106
179055,1,0.82808465
179056,1,0.62473935
179057,0,0.1361664
179058,0,0.007384047
179059,0,0.25943977
179060,1,0.7789441
179061,1,0.5870506
179062,1,0.68474907
179063,1,0.73849803
179064,0,0.14008914
179065,1,0.85212773
179066,1,0.5034744
179067,1,0.7505493
179068,0,0.030301327
179069,0,0.41893372
179070,1,0.82959485
179071,1,0.53438914
179072,1,0.7985951
179073,0,0.41354707
179074,1,0.7643019
179075,1,0.90212345
179076,1,0.74995327
179077,0,0.46680516
179078,0,0.47518486
179079,0,0.08864501
179080,0,0.17403239
179081,0,0.48083213
179082,1,0.69020396
179083,1,0.9429634
179084,0,0.09978809
179085,1,0.78126997
179086,0,0.002893556
179087,1,0.8602171
179088,0,0.021769177
179089,1,0.8823085
179090,0,0.20413071
179091,0,0.37598592
179092,0,0.02753665
179093,1,0.8288785
179094,1,0.8017212
179095,1,0.5213073
179096,1,0.8087763
179097,1,0.58349
179098,1,0.6890229
179099,0,0.0024144815
179100,0,0.4513568
179101,0,0.2520997
179102,1,0.82207066
179103,1,0.70211154
179104,0,0.17858383
179105,1,0.6044768
179106,0,0.011426469
179107,1,0.778488
179108,0,0.025240332
179109,0,0.3942314
179110,0,0.35784498
179111,1,0.78731596
179112,1,0.8106905
179113,0,0.00056947296
179114,1,0.54723245
179115,1,0.80552286
179116,0,0.4143117
179117,1,0.72538406
179118,0,0.009046082
179119,1,0.5908105
179120,0,0.297439
179121,1,0.610778
179122,1,0.74354655
179123,0,0.32326004
179124,0,0.47596076
179125,1,0.7444828
179126,1,0.6424191
179127,1,0.6747745
179128,1,0.5057854
179129,0,0.35805696
179130,0,0.0068353624
179131,0,0.47346914
179132,1,0.8856068
179133,0,0.25917563
179134,0,0.026857296
179135,0,0.44572133
179136,1,0.7830046
179137,0,0.073432274
179138,1,0.7415483
179139,0,0.17403975
179140,1,0.52635074
179141,1,0.59803474
179142,0,0.31575152
179143,1,0.6861739
179144,0,0.0055806604
179145,1,0.5686055
179146,0,0.4099005
179147,1,0.51805013
179148,0,0.32935354
179149,1,0.7515263
179150,0,0.051793784
179151,0,0.10512292
179152,0,0.19861288
179153,0,0.002586313
179154,1,0.7199457
179155,1,0.75319815
179156,1,0.6283597
179157,0,0.2681888
179158,1,0.7211769
179159,1,0.63544714
179160,0,0.016087199
179161,1,0.5118881
179162,0,0.004010541
179163,0,0.4791671
179164,1,0.79649633
179165,0,0.14074042
